airbnb_id,night_price_native,night_price,weekly_price,monthly_price,cleaning_fee_native_price,num_of_baths,num_of_rooms,occupancy,nights_booked,rental_income,airbnb_neighborhood_id,airbnb_city,capacity_of_people,zip,property_type,room_type,reviews_count,num_of_beds,lat,lon,star_rating
33459915.0,395,375,0,0,175,2.0,4,43,93,4982,269028.0,Orlando,8,3,House,Entire home/apt,23,4,28.4852,-81.4775,5
33466946.0,189,187,0,0,15,2.0,3,94,173,5392,269210.0,Orlando,8,3,House,Entire home/apt,39,4,28.5538,-81.294,5
33454143.0,207,123,0,0,3,2.0,3,6,111,2276,268914.0,Orlando,8,3,House,Entire home/apt,51,4,28.4929,-81.394,5
33452986.0,155,134,0,0,167,2.0,3,39,72,1608,268866.0,Orlando,9,3,House,Entire home/apt,5,6,28.4898,-81.4508,5
33454518.0,12,119,0,0,1,1.0,1,73,111,2642,268890.0,Orlando,3,3,Condominium,Entire home/apt,8,1,28.549,-81.3782,5
33454399.0,15,118,0,0,1,1.0,2,47,43,1691,268890.0,Orlando,4,3,Apartment,Entire home/apt,11,3,28.5215,-81.3543,5
33455272.0,129,134,0,0,89,1.0,1,36,77,1474,268890.0,Orlando,2,3,Apartment,Entire home/apt,27,1,28.5473,-81.376,5
33452234.0,78,8,0,0,4,1.0,1,29,53,707,268878.0,Orlando,2,3,Guest suite,Entire home/apt,9,1,28.5447,-81.3601,5
33452124.0,13,15,0,0,13,2.0,2,38,58,174,268868.0,Orlando,6,3,Condominium,Entire home/apt,18,3,28.4667,-81.2922,5
33458784.0,25,245,0,0,18,2.0,4,69,106,5194,269005.0,Orlando,1,3,House,Entire home/apt,9,6,28.5294,-81.2798,5
33462939.0,16,239,0,0,15,3.0,4,92,336,6692,269039.0,Orlando,7,3,Bungalow,Entire home/apt,53,3,28.575,-81.3823,5
33461701.0,5,476,0,0,225,3.0,7,59,126,8568,269041.0,Orlando,16,3,Villa,Entire home/apt,14,9,28.4902,-81.3843,5
33460362.0,48,358,0,0,15,2.0,4,6,129,6597,269045.0,Orlando,1,3,House,Entire home/apt,25,5,28.5268,-81.4137,5
33460590.0,166,157,0,0,12,2.0,2,3,56,1465,268987.0,Orlando,7,3,Apartment,Entire home/apt,3,3,28.456,-81.464,5
33455852.0,14,148,0,0,8,1.0,1,67,144,3045,268890.0,Orlando,3,3,Condominium,Entire home/apt,5,1,28.546,-81.3753,5
33455118.0,169,13,0,0,1,1.0,1,51,78,2028,268890.0,Orlando,4,3,Serviced apartment,Entire home/apt,12,2,28.5497,-81.3786,5
33461270.0,19,174,0,0,16,2.0,4,96,177,5133,269041.0,Orlando,9,3,House,Entire home/apt,34,5,28.4917,-81.3811,5
33453934.0,89,106,0,0,75,1.0,2,49,45,159,268890.0,Orlando,5,3,Guesthouse,Entire home/apt,3,3,28.5194,-81.3752,5
33458856.0,14,142,0,0,65,2.0,2,24,44,1041,269027.0,Orlando,8,3,Apartment,Entire home/apt,3,3,28.512,-81.4781,5
33457786.0,65,82,0,0,65,1.0,1,79,97,1989,268987.0,Orlando,4,3,Apartment,Entire home/apt,13,2,28.4574,-81.4689,5
33453212.0,8,8,449,1599,9,1.0,1,5,182,1213,268906.0,Orlando,4,3,Apartment,Entire home/apt,72,2,28.5007,-81.2969,5
33454330.0,2,175,0,0,9,2.0,3,64,118,3442,268943.0,Orlando,8,3,Townhouse,Entire home/apt,2,5,28.4529,-81.3597,5
33453459.0,2,129,0,0,1,1.0,1,93,86,3698,268878.0,Orlando,4,3,Apartment,Entire home/apt,8,1,28.5396,-81.3718,5
33459817.0,8,85,0,0,6,1.0,1,33,3,85,269039.0,Orlando,2,3,Apartment,Entire home/apt,5,1,28.5843,-81.3753,4
33453167.0,85,81,0,0,35,1.0,1,68,21,1701,268890.0,Orlando,3,3,Guest suite,Entire home/apt,3,2,28.517,-81.3753,5
33451664.0,72,64,0,0,1,1.0,1,57,7,112,268866.0,Orlando,2,3,Condominium,Entire home/apt,3,1,28.5101,-81.4646,5
33454882.0,375,239,0,0,0,2.0,4,55,117,3995,268906.0,Orlando,6,3,House,Entire home/apt,1,3,28.5087,-81.3377,5
33453971.0,87,107,0,0,6,1.0,0,71,153,2339,268890.0,Orlando,2,3,Apartment,Entire home/apt,28,1,28.5403,-81.3809,5
33457785.0,255,225,0,0,6,1.0,2,0,0,0,268998.0,Orlando,3,3,House,Entire home/apt,62,2,28.5562,-81.3956,5
33454148.0,595,241,0,0,15,2.0,2,15,14,1125,268924.0,Orlando,6,3,Apartment,Entire home/apt,7,3,28.5492,-81.3874,5
33459628.0,103,116,0,0,6,1.0,1,88,161,3113,268987.0,Orlando,2,3,Condominium,Entire home/apt,4,2,28.4564,-81.4663,5
33459739.0,132,119,0,0,49,2.0,2,67,82,244,268987.0,Orlando,5,3,Condominium,Entire home/apt,8,3,28.4571,-81.4691,5
33459973.0,138,81,0,0,75,1.0,1,71,22,1782,269041.0,Orlando,4,3,Guesthouse,Entire home/apt,4,2,28.4998,-81.3561,5
33460488.0,165,103,0,0,8,1.0,2,49,91,1562,269039.0,Orlando,7,3,House,Entire home/apt,28,2,28.5776,-81.3785,5
33460704.0,181,2,0,0,15,2.0,3,43,4,2667,269050.0,Orlando,6,3,House,Entire home/apt,5,3,28.5744,-81.3839,5
33456090.0,11,118,0,0,12,1.0,3,61,112,2203,268950.0,Orlando,6,3,House,Entire home/apt,12,4,28.5436,-81.2964,5
33458937.0,345,318,0,0,175,2.0,3,17,16,1696,268988.0,Orlando,14,3,Condominium,Entire home/apt,5,7,28.4757,-81.4614,5
33451874.0,14,8,0,0,14,2.0,3,17,16,427,268866.0,Orlando,3,3,House,Entire home/apt,5,3,28.5282,-81.4513,4
33452502.0,109,99,0,0,49,1.0,1,27,49,809,268881.0,Orlando,2,3,Guest suite,Entire home/apt,8,1,28.5715,-81.3298,5
33454670.0,119,121,0,0,5,1.0,1,35,11,1331,268890.0,Orlando,2,3,Apartment,Entire home/apt,6,1,28.5441,-81.3771,5
33455627.0,195,143,0,0,95,1.0,1,58,106,2526,268890.0,Orlando,4,3,Apartment,Entire home/apt,21,2,28.5402,-81.3803,5
33458883.0,14,125,0,0,12,1.5,3,22,2,833,269028.0,Orlando,8,3,House,Entire home/apt,8,3,28.4819,-81.4785,5
33463648.0,9,8,0,0,11,1.0,2,89,82,2187,269141.0,Orlando,6,3,Guesthouse,Entire home/apt,12,3,28.5204,-81.2722,5
33465070.0,12,123,0,0,15,2.0,3,7,6,246,269180.0,Orlando,6,3,House,Entire home/apt,4,3,28.5722,-81.4686,5
33452092.0,11,148,0,0,6,3.0,4,49,9,222,268868.0,Orlando,8,3,House,Entire home/apt,12,5,28.4888,-81.2899,5
33453536.0,325,328,0,0,125,2.0,2,5,19,519,268881.0,Orlando,5,3,Villa,Entire home/apt,9,2,28.5917,-81.3527,5
33469520.0,197,146,0,0,12,2.0,4,32,29,1411,274235.0,Orlando,8,3,House,Entire home/apt,1,5,28.3397,-81.3214,5
33453344.0,12,115,0,0,55,1.0,1,54,66,1898,268924.0,Orlando,2,3,Apartment,Entire home/apt,2,1,28.549,-81.3884,5
33453202.0,13,149,0,0,13,2.0,3,59,108,2682,268866.0,Orlando,8,3,House,Entire home/apt,18,4,28.528,-81.4596,5
33460345.0,35,341,0,0,15,3.0,4,84,155,8809,269045.0,Orlando,14,3,House,Entire home/apt,7,7,28.5219,-81.4033,5
33451790.0,69,72,0,0,9,1.0,1,41,62,893,268866.0,Orlando,4,3,Apartment,Entire home/apt,3,2,28.4998,-81.4513,5
33456582.0,16,147,0,0,1,2.0,2,49,75,2205,268941.0,Orlando,4,3,Apartment,Entire home/apt,7,2,28.5564,-81.3771,5
33457683.0,22,185,0,0,5,1.0,2,29,45,1665,268998.0,Orlando,4,3,Guest suite,Entire home/apt,8,2,28.5547,-81.3891,5
33452109.0,98,118,0,0,9,1.0,1,3,46,1086,268868.0,Orlando,3,3,Apartment,Entire home/apt,17,2,28.455,-81.2919,5
33454866.0,279,218,0,0,125,2.0,4,32,58,2107,268906.0,Orlando,8,3,House,Entire home/apt,13,4,28.5124,-81.3451,5
33459300.0,2,185,0,0,95,1.0,2,37,68,2097,269038.0,Orlando,6,3,House,Entire home/apt,5,2,28.6034,-81.3923,5
33457660.0,2,232,0,0,3,2.0,2,21,39,1508,268890.0,Orlando,4,3,Condominium,Entire home/apt,13,2,28.5415,-81.3759,5
33456920.0,87,7,0,0,75,1.0,1,34,31,723,268987.0,Orlando,4,3,Condominium,Entire home/apt,26,2,28.4573,-81.4694,5
33462467.0,16,176,0,0,15,2.5,4,3,3,176,269122.0,Orlando,8,3,House,Entire home/apt,8,5,28.3722,-81.3403,5
33457482.0,1,97,0,0,75,2.0,2,83,127,2464,268988.0,Orlando,6,3,Condominium,Entire home/apt,15,3,28.4781,-81.4206,5
33454047.0,5,57,0,0,55,1.0,1,61,94,1072,268940.0,Orlando,2,3,Guest suite,Entire home/apt,27,1,28.4949,-81.2783,5
33457826.0,265,266,0,0,12,2.0,3,44,81,3591,268890.0,Orlando,6,3,Condominium,Entire home/apt,16,4,28.5387,-81.3693,5
33454337.0,92,74,0,0,7,1.0,2,53,98,1209,268940.0,Orlando,4,3,Guest suite,Entire home/apt,47,2,28.4813,-81.3321,5
33458903.0,129,129,0,0,25,2.0,3,48,73,1883,269028.0,Orlando,6,3,House,Entire home/apt,4,3,28.4846,-81.4826,5
33453950.0,382,205,0,0,15,2.0,2,34,31,2118,268924.0,Orlando,6,3,Apartment,Entire home/apt,8,3,28.5481,-81.3885,5
33454128.0,398,227,0,0,15,2.0,2,23,21,1589,268924.0,Orlando,6,3,Apartment,Entire home/apt,6,3,28.5496,-81.388,5
33452821.0,109,125,0,0,5,1.0,1,49,6,1875,268881.0,Orlando,4,3,Guesthouse,Entire home/apt,7,2,28.5758,-81.3157,5
33463594.0,66,79,0,0,45,1.0,1,5,77,1217,269141.0,Orlando,2,3,Guest suite,Entire home/apt,9,1,28.4983,-81.2759,5
33454618.0,135,162,0,0,95,2.0,2,58,18,2916,268906.0,Orlando,4,3,House,Entire home/apt,9,3,28.5344,-81.344,5
33462490.0,19,19,0,0,25,2.0,2,3,46,1748,269039.0,Orlando,4,3,House,Entire home/apt,8,2,28.5921,-81.3624,5
33459346.0,134,111,0,0,9,2.0,2,1,9,333,268987.0,Orlando,6,3,Vacation home,Entire home/apt,1,2,28.4568,-81.4685,5
33460878.0,15,134,0,0,75,1.0,2,55,51,2278,269041.0,Orlando,4,3,House,Entire home/apt,8,2,28.4989,-81.3679,5
33459007.0,117,101,0,0,1,2.0,2,22,2,673,268987.0,Orlando,6,3,Loft,Entire home/apt,14,3,28.4578,-81.4676,5
33452168.0,75,116,0,0,75,1.0,1,82,101,2929,268868.0,Orlando,2,3,Condominium,Entire home/apt,1,2,28.4564,-81.3143,5
33460151.0,9,88,0,0,8,1.0,1,57,87,1531,269041.0,Orlando,2,3,Condominium,Entire home/apt,8,1,28.4885,-81.4067,5
33457388.0,195,213,0,0,12,2.0,3,35,11,2343,268890.0,Orlando,5,3,House,Entire home/apt,8,4,28.5394,-81.3798,5
33453231.0,175,193,0,0,11,2.0,3,52,79,3049,268881.0,Orlando,6,3,House,Entire home/apt,9,4,28.5576,-81.3522,5
33454575.0,129,12,0,0,9,1.0,1,34,52,1248,268890.0,Orlando,2,3,Apartment,Entire home/apt,7,1,28.5399,-81.3795,5
33452334.0,86,83,0,0,85,1.0,1,63,78,1619,268878.0,Orlando,2,3,House,Entire home/apt,13,1,28.5442,-81.3532,5
33454923.0,285,254,0,0,175,2.0,4,57,87,442,268906.0,Orlando,8,3,House,Entire home/apt,6,4,28.4965,-81.3295,5
33452581.0,7,65,0,0,5,1.0,1,4,61,793,268890.0,Orlando,2,3,Guest suite,Entire home/apt,9,1,28.5036,-81.3293,5
33452916.0,69,68,0,0,0,1.0,1,97,148,2013,268906.0,Orlando,2,3,Condominium,Entire home/apt,24,1,28.5174,-81.3012,5
33455063.0,129,129,0,0,9,1.0,0,29,45,1161,268890.0,Orlando,2,3,Apartment,Entire home/apt,11,1,28.5408,-81.3794,5
33453819.0,202,104,0,0,11,2.0,3,33,3,104,268906.0,Orlando,6,3,House,Entire home/apt,6,3,28.5045,-81.3288,5
33451885.0,16,179,0,0,8,3.0,3,54,83,2971,125976.0,Orlando,7,3,House,Entire home/apt,18,5,28.5919,-81.4432,5
33460825.0,134,13,0,0,75,1.0,2,35,11,143,269041.0,Orlando,6,3,Cottage,Entire home/apt,4,4,28.494,-81.3728,5
33456282.0,2,249,0,0,6,2.5,4,46,56,3486,268974.0,Orlando,8,3,House,Entire home/apt,3,4,28.4141,-81.2134,5
33462447.0,16,121,0,0,125,2.0,2,54,82,1984,269122.0,Orlando,4,3,Apartment,Entire home/apt,7,2,28.3906,-81.3343,5
33455779.0,139,145,0,0,8,2.0,2,37,45,1631,268890.0,Orlando,4,3,Apartment,Entire home/apt,18,2,28.5163,-81.3776,5
33463551.0,74,74,0,0,5,1.0,1,17,16,395,269141.0,Orlando,3,3,Guest suite,Entire home/apt,7,1,28.5202,-81.2796,5
33456077.0,202,155,0,0,99,1.0,1,34,52,1612,268890.0,Orlando,2,3,Apartment,Entire home/apt,3,2,28.5414,-81.3802,5
33454561.0,9,9,0,0,4,2.0,2,14,17,383,268940.0,Orlando,5,3,Tiny house,Entire home/apt,3,3,28.4947,-81.2837,5
33457240.0,75,84,0,0,5,1.0,1,76,117,1966,268998.0,Orlando,4,3,Guesthouse,Entire home/apt,5,2,28.5563,-81.3962,5
33469539.0,175,172,0,0,16,2.5,3,14,13,745,274235.0,Orlando,6,3,House,Entire home/apt,4,3,28.342,-81.3227,5
33452003.0,84,86,0,0,8,1.0,1,2,25,538,268866.0,Orlando,3,3,Condominium,Entire home/apt,3,1,28.4903,-81.4406,4
33455737.0,145,144,0,0,65,1.0,1,66,81,2916,268890.0,Orlando,3,3,Condominium,Entire home/apt,28,1,28.547,-81.3751,5
33455357.0,123,137,0,0,8,1.0,1,43,66,1808,268890.0,Orlando,3,3,Apartment,Entire home/apt,11,1,28.5461,-81.3756,5
33451830.0,75,77,0,0,3,1.0,1,81,124,191,268866.0,Orlando,2,3,Condominium,Entire home/apt,2,1,28.4816,-81.4303,5
33455721.0,139,144,0,0,8,1.0,1,53,81,2333,268890.0,Orlando,4,3,Apartment,Entire home/apt,16,2,28.548,-81.3756,5
33460001.0,395,397,0,0,2,3.0,5,64,98,7781,269028.0,Orlando,12,3,House,Entire home/apt,3,7,28.4752,-81.4764,5
33457258.0,9,85,0,0,5,1.0,2,39,6,102,268998.0,Orlando,4,3,Guesthouse,Entire home/apt,6,2,28.5555,-81.4198,5
33466143.0,51,5,0,0,3,1.0,1,75,114,114,269221.0,Orlando,2,3,Guesthouse,Entire home/apt,31,1,28.4915,-81.2608,5
33452457.0,129,105,0,0,125,2.0,2,46,56,147,268866.0,Orlando,5,3,Condominium,Entire home/apt,3,2,28.4965,-81.4471,5
33452635.0,11,113,0,0,3,2.0,2,2,3,678,268866.0,Orlando,4,3,Condominium,Entire home/apt,5,2,28.4994,-81.4111,4
33457026.0,151,192,0,0,115,2.0,3,57,7,336,268890.0,Orlando,1,3,Bungalow,Entire home/apt,23,7,28.5385,-81.3648,5
33458978.0,105,103,0,0,55,1.0,1,5,61,1571,269038.0,Orlando,2,3,Guesthouse,Entire home/apt,16,1,28.5885,-81.3831,5
33453357.0,12,85,0,0,95,2.0,2,41,62,1054,268906.0,Orlando,4,3,House,Entire home/apt,11,2,28.5252,-81.3033,5
33458194.0,125,14,0,0,12,2.0,2,41,38,1773,268988.0,Orlando,6,3,Apartment,Entire home/apt,1,3,28.4797,-81.465,5
33460198.0,85,95,0,0,1,1.0,2,58,53,1678,269039.0,Orlando,4,3,House,Entire home/apt,7,2,28.5903,-81.3814,5
33452730.0,1,101,0,0,99,1.0,2,61,19,1919,268878.0,Orlando,6,3,Condominium,Entire home/apt,7,3,28.5423,-81.3456,5
33457134.0,8,72,0,0,8,1.0,1,23,7,504,268998.0,Orlando,2,3,Townhouse,Entire home/apt,8,1,28.5527,-81.39,5
33453987.0,592,209,0,0,15,2.0,2,45,55,2874,268924.0,Orlando,6,3,Apartment,Entire home/apt,4,3,28.5503,-81.3871,5
33453941.0,595,203,0,0,15,2.0,2,22,2,1353,268924.0,Orlando,6,3,Apartment,Entire home/apt,5,3,28.55,-81.387,5
33453923.0,6,203,0,0,15,2.0,2,37,34,2301,268924.0,Orlando,6,3,Apartment,Entire home/apt,4,3,28.5504,-81.3866,5
33458597.0,252,199,0,0,99,2.0,2,24,22,1459,268988.0,Orlando,7,3,Apartment,Entire home/apt,5,3,28.4737,-81.4649,5
33459388.0,115,112,0,0,8,1.0,1,55,51,1904,268987.0,Orlando,3,3,Vacation home,Entire home/apt,7,1,28.4578,-81.4683,5
33471341.0,225,165,0,0,86,1.0,1,97,3,495,273327.0,Orlando,4,3,Condominium,Entire home/apt,5,2,28.5577,-81.3334,5
33455151.0,139,131,0,0,89,1.0,1,13,4,524,268890.0,Orlando,2,3,Apartment,Entire home/apt,8,3,28.5481,-81.3765,5
33453263.0,125,109,0,0,9,1.0,2,76,93,2534,268924.0,Orlando,4,3,Townhouse,Entire home/apt,17,2,28.5182,-81.3929,5
33457439.0,79,79,0,0,7,1.0,1,89,11,2173,268987.0,Orlando,2,3,Condominium,Entire home/apt,23,1,28.4571,-81.4676,5
33454633.0,2,163,0,0,11,2.5,3,32,39,1589,268906.0,Orlando,6,3,Townhouse,Entire home/apt,5,3,28.5134,-81.3064,4
33457546.0,13,126,0,0,125,1.0,1,65,2,252,268998.0,Orlando,4,3,House,Entire home/apt,4,2,28.569,-81.392,5
33467547.0,17,16,0,0,8,2.0,3,23,7,112,269218.0,Orlando,8,3,House,Entire home/apt,4,4,28.532,-81.2779,5
33452964.0,15,134,0,0,115,1.5,3,24,22,983,268866.0,Orlando,1,3,House,Entire home/apt,6,6,28.5121,-81.4278,4
33455920.0,159,149,0,0,12,1.0,1,45,14,2086,268890.0,Orlando,3,3,Condominium,Entire home/apt,4,1,28.5482,-81.3752,5
33463398.0,395,339,0,0,175,3.5,3,18,17,1921,269039.0,Orlando,6,3,Townhouse,Entire home/apt,3,3,28.5868,-81.3781,5
33458175.0,175,14,0,0,99,2.0,2,25,23,1073,268988.0,Orlando,6,3,Apartment,Entire home/apt,8,3,28.4705,-81.4638,5
33457753.0,15,109,0,0,1,1.0,1,19,6,654,268988.0,Orlando,2,3,Condominium,Entire home/apt,4,1,28.4783,-81.4453,5
33458701.0,376,242,0,0,115,2.0,3,37,46,2783,268988.0,Orlando,11,3,House,Entire home/apt,15,7,28.478,-81.4338,5
33452767.0,55,55,0,0,3,1.0,1,62,76,1045,268906.0,Orlando,2,3,Guest suite,Entire home/apt,16,1,28.5318,-81.3158,5
33453791.0,25,164,0,0,115,3.0,5,54,5,2733,268924.0,Orlando,14,3,House,Entire home/apt,1,9,28.5237,-81.3879,5
33460335.0,222,116,0,0,15,2.0,2,6,55,2127,269035.0,Orlando,4,3,Apartment,Entire home/apt,14,2,28.5548,-81.3805,5
33453240.0,109,104,0,0,1,1.0,1,59,54,1872,268924.0,Orlando,2,3,Apartment,Entire home/apt,3,1,28.5494,-81.3876,5
33457327.0,108,103,0,0,6,1.0,1,1,9,309,268998.0,Orlando,2,3,Guest suite,Entire home/apt,3,1,28.5718,-81.3972,5
33452353.0,68,63,0,0,2,1.0,1,46,56,882,268898.0,Orlando,4,3,Guest suite,Entire home/apt,5,2,28.4313,-81.3592,5
33452258.0,9,8,0,0,5,1.0,0,63,97,1552,268878.0,Orlando,2,3,Guest suite,Entire home/apt,32,1,28.5667,-81.3648,5
33453361.0,108,112,0,0,95,2.0,3,45,41,1531,268912.0,Orlando,6,3,House,Entire home/apt,3,3,28.5409,-81.4697,5
33452663.0,99,99,0,0,1,1.0,2,8,74,2442,268878.0,Orlando,5,3,House,Entire home/apt,8,3,28.5434,-81.3467,5
33453076.0,127,116,0,0,85,1.0,2,41,38,1469,268878.0,Orlando,4,3,House,Entire home/apt,6,2,28.5471,-81.3597,5
33461715.0,12,122,0,0,5,1.0,2,11,14,427,269086.0,Orlando,6,3,Guest suite,Entire home/apt,3,3,28.5695,-81.451,5
33464165.0,91,151,0,0,99,1.0,2,61,56,2819,269131.0,Orlando,4,3,House,Entire home/apt,5,2,28.5969,-81.3786,5
33454153.0,116,12,0,0,125,2.0,3,59,73,219,268906.0,Orlando,6,3,House,Entire home/apt,8,3,28.5359,-81.3152,5
33460397.0,137,117,0,0,75,1.0,1,43,4,156,269033.0,Orlando,4,3,Apartment,Entire home/apt,1,1,28.5517,-81.3793,5
33453313.0,11,11,75,31,1,2.0,2,9,32,293,268912.0,Orlando,4,3,Apartment,Entire home/apt,14,3,28.5342,-81.4652,5
33459276.0,234,169,0,0,15,2.0,2,47,43,2422,269038.0,Orlando,4,3,Apartment,Entire home/apt,9,2,28.6222,-81.3998,5
33455294.0,195,135,0,0,95,1.0,1,58,53,2385,268890.0,Orlando,2,3,Apartment,Entire home/apt,13,2,28.5406,-81.3806,5
33457053.0,74,51,0,0,1,1.0,1,24,22,374,268998.0,Orlando,2,3,Guesthouse,Entire home/apt,6,1,28.5586,-81.4319,5
33466205.0,96,75,0,0,5,1.0,1,45,41,1025,269221.0,Orlando,4,3,Apartment,Entire home/apt,9,1,28.4879,-81.2662,5
33458145.0,155,136,0,0,75,2.0,3,32,29,1315,268988.0,Orlando,1,3,House,Entire home/apt,6,6,28.4764,-81.427,5
33465921.0,275,27,0,0,245,3.0,5,39,36,324,269211.0,Orlando,15,3,Villa,Entire home/apt,4,9,28.5606,-81.4728,5
33459563.0,25,96,0,0,75,1.0,1,84,26,2496,269035.0,Orlando,3,3,Tiny house,Entire home/apt,7,2,28.5757,-81.3798,5
33456315.0,149,163,0,0,12,1.0,1,61,19,3097,268890.0,Orlando,2,3,Apartment,Entire home/apt,5,2,28.5479,-81.3768,5
33452937.0,109,77,0,0,79,1.0,1,81,25,1925,268890.0,Orlando,2,3,Apartment,Entire home/apt,7,1,28.535,-81.373,5
33460262.0,169,115,0,0,1,2.0,2,58,18,207,269035.0,Orlando,6,3,Apartment,Entire home/apt,5,3,28.5524,-81.3808,5
33453849.0,98,105,0,0,79,2.0,2,96,352,308,268906.0,Orlando,5,3,Condominium,Entire home/apt,59,3,28.5027,-81.2989,5
33452195.0,7,71,0,0,25,1.0,1,74,23,1633,268868.0,Orlando,2,3,Guest suite,Entire home/apt,9,1,28.4858,-81.3128,5
33576528.0,199,19,0,0,15,2.0,3,34,114,1969,272893.0,Tampa,6,3,House,Entire home/apt,58,3,27.9927,-82.3827,5
33578552.0,125,128,0,0,75,1.0,1,38,117,1498,268959.0,Tampa,4,3,House,Entire home/apt,131,1,27.9639,-82.4741,5
33576571.0,75,94,0,0,65,1.0,1,12,41,35,124243.0,Tampa,4,3,Guesthouse,Entire home/apt,123,2,27.9973,-82.4545,5
33577772.0,375,371,0,0,18,2.5,4,72,261,8069,272879.0,Tampa,8,3,House,Entire home/apt,235,4,27.9176,-82.492,5
33578177.0,99,129,0,0,9,1.0,1,68,249,2677,126292.0,Tampa,2,3,Guesthouse,Entire home/apt,401,2,28.0159,-82.444,5
33582422.0,2,201,0,0,75,2.5,2,58,177,3558,273000.0,Tampa,6,3,House,Entire home/apt,153,2,27.9726,-82.4955,5
33578631.0,103,102,0,0,55,1.0,2,76,7,238,272997.0,Tampa,7,3,Guesthouse,Entire home/apt,186,4,27.9605,-82.497,5
33579458.0,109,142,0,0,95,1.0,1,73,135,3195,268959.0,Tampa,2,3,Loft,Entire home/apt,11,2,27.9544,-82.4652,5
33575275.0,18,213,0,0,12,2.0,3,76,279,4952,268882.0,Tampa,5,,House,Entire home/apt,83,4,27.8915,-82.4905,5
33576975.0,59,6,0,0,6,1.0,1,44,162,81,272997.0,Tampa,2,3,Apartment,Entire home/apt,283,1,27.9593,-82.4913,5
33582105.0,15,205,0,0,125,2.0,3,26,87,1621,126709.0,Tampa,8,3,Apartment,Entire home/apt,213,3,27.9628,-82.464,5
33583883.0,299,4,0,0,115,2.5,4,62,226,7533,126709.0,Tampa,14,3,Bungalow,Entire home/apt,128,7,27.9639,-82.4388,5
33576709.0,9,97,0,0,55,2.0,3,5,181,1463,124243.0,Tampa,6,3,House,Entire home/apt,375,4,27.9699,-82.4447,5
33577697.0,49,83,0,0,5,1.0,1,45,163,1127,272997.0,Tampa,2,3,Apartment,Entire home/apt,289,1,27.96,-82.4919,5
33591774.0,339,38,0,0,299,2.0,4,42,152,4813,275668.0,Tampa,12,3,House,Entire home/apt,64,4,28.0018,-82.586,5
33574994.0,79,8,0,0,6,1.0,1,95,345,23,268887.0,Tampa,2,3,Guesthouse,Entire home/apt,126,1,27.9387,-82.5071,5
33582016.0,9,2,0,0,175,2.0,3,21,56,1244,126709.0,Tampa,5,3,Bungalow,Entire home/apt,51,3,27.9653,-82.4658,5
33576962.0,175,179,0,0,1,1.0,2,98,298,5334,272879.0,Tampa,6,3,House,Entire home/apt,32,3,27.8846,-82.4898,5
33576519.0,131,77,0,0,55,1.0,1,22,75,525,124197.0,Tampa,4,3,Guest suite,Entire home/apt,5,3,27.965,-82.4996,5
33579254.0,145,154,0,0,99,1.0,2,34,113,1582,124243.0,Tampa,4,3,Tiny house,Entire home/apt,85,3,27.99,-82.4611,5
33577669.0,249,269,0,0,125,3.5,2,28,59,2267,125649.0,Tampa,4,3,Townhouse,Entire home/apt,111,2,27.9392,-82.4811,5
33576647.0,99,95,0,0,4,1.0,1,86,315,2494,268959.0,Tampa,2,3,Apartment,Entire home/apt,422,1,27.9401,-82.465,5
33581974.0,138,124,0,0,1,1.0,2,52,188,1943,274072.0,Tampa,4,3,Condominium,Entire home/apt,74,2,28.136,-82.3711,5
33574962.0,85,85,0,0,4,1.0,1,24,89,63,125884.0,Tampa,4,,Other,Entire home/apt,3,1,27.897,-82.5327,5
33590305.0,125,144,0,0,6,1.0,1,24,65,104,275668.0,Tampa,4,3,Condominium,Entire home/apt,277,1,27.9631,-82.5717,5
33576828.0,75,92,0,0,7,1.0,1,43,157,1204,126292.0,Tampa,2,3,Apartment,Entire home/apt,66,1,28.0157,-82.4484,5
33590266.0,145,142,0,0,9,1.0,1,22,48,974,275668.0,Tampa,4,3,Condominium,Entire home/apt,51,2,27.9625,-82.5726,5
33457799.0,3,246,0,0,8,1.0,2,0,0,0,268998.0,Orlando,4,3,House,Entire home/apt,66,2,28.5547,-81.3955,5
33578433.0,375,4,0,0,2,2.0,4,29,106,3533,273148.0,Tampa,8,3,House,Entire home/apt,14,4,27.9702,-82.55,5
33579975.0,225,226,0,0,195,2.0,4,5,2,377,126292.0,Tampa,8,3,House,Entire home/apt,27,4,28.0143,-82.4432,5
33577520.0,89,109,0,0,5,1.0,1,87,27,2943,268959.0,Tampa,3,3,Guesthouse,Entire home/apt,133,1,27.97,-82.4691,5
33574925.0,1,104,0,0,6,1.0,1,78,286,2479,268882.0,Tampa,4,3,Guesthouse,Entire home/apt,145,1,27.8937,-82.4963,5
33576773.0,87,9,0,0,3,1.0,1,1,92,276,126292.0,Tampa,4,3,Guesthouse,Entire home/apt,54,1,28.004,-82.464,5
33581131.0,15,265,0,0,15,1.0,4,53,192,424,124243.0,Tampa,8,3,Bungalow,Entire home/apt,193,4,27.9583,-82.4397,5
33461591.0,2222,137,809,2856,175,1.0,3,61,224,2557,269039.0,Orlando,6,3,Cottage,Entire home/apt,267,3,28.5942,-81.3605,5
33590385.0,149,176,0,0,149,2.0,3,39,144,2112,275681.0,Tampa,8,3,House,Entire home/apt,101,4,28.0445,-82.4097,5
33575509.0,14,14,0,0,15,1.5,2,96,349,4072,269130.0,Tampa,4,3,Loft,Entire home/apt,12,2,27.9475,-82.446,5
