airbnb_id,night_price_native,night_price,weekly_price,monthly_price,cleaning_fee_native_price,num_of_baths,num_of_rooms,occupancy,nights_booked,rental_income,airbnb_neighborhood_id,airbnb_city,capacity_of_people,zip,property_type,room_type,reviews_count,num_of_beds,lat,lon,star_rating
33453221.0,65,66,0,0,75,2.0,2,25,91,501,268914.0,Orlando,7,3,Apartment,Entire home/apt,109,6,28.4919,-81.4055,4
33459459.0,95,92,0,0,1,1.0,1,52,188,1441,269035.0,Orlando,2,3,Guesthouse,Entire home/apt,81,1,28.5695,-81.3841,5
33452634.0,75,98,0,0,3,1.0,1,63,229,187,268878.0,Orlando,3,3,Condominium,Entire home/apt,159,1,28.5441,-81.3694,5
33463357.0,81,101,0,0,85,1.0,2,91,332,2794,269124.0,Orlando,4,3,Apartment,Entire home/apt,99,2,28.6017,-81.3565,5
33459216.0,5,166,0,0,15,2.5,4,64,137,3249,269028.0,Orlando,1,3,House,Entire home/apt,37,5,28.4884,-81.4894,5
33464445.0,311,285,0,0,15,2.0,2,49,75,4275,269131.0,Orlando,4,3,House,Entire home/apt,74,2,28.6037,-81.3839,5
33453011.0,109,112,0,0,67,1.0,3,72,262,2445,268878.0,Orlando,4,3,House,Entire home/apt,296,3,28.5399,-81.3677,5
33453395.0,1,128,0,0,4,1.0,1,58,211,2251,268878.0,Orlando,3,3,Guesthouse,Entire home/apt,379,2,28.5434,-81.3657,5
33453917.0,99,157,0,0,125,1.0,2,25,75,1178,268878.0,Orlando,4,3,Bungalow,Entire home/apt,98,3,28.546,-81.3609,5
33459269.0,96,85,0,0,5,1.0,1,74,27,1913,269035.0,Orlando,2,3,Guesthouse,Entire home/apt,477,1,28.5727,-81.3802,5
33453124.0,75,75,0,0,6,1.0,1,87,316,1975,268906.0,Orlando,3,3,Condominium,Entire home/apt,24,1,28.5142,-81.2984,5
33454573.0,69,9,0,0,6,1.0,1,97,353,2648,268940.0,Orlando,3,,Condominium,Entire home/apt,32,1,28.5094,-81.2921,5
33453462.0,31,274,0,0,1,3.0,3,88,322,7352,268881.0,Orlando,8,3,House,Entire home/apt,6,4,28.5888,-81.3209,5
33465843.0,58,8,0,0,45,1.0,1,13,4,32,269222.0,Orlando,2,3,Guest suite,Entire home/apt,7,1,28.4672,-81.2605,5
33463641.0,89,12,0,0,79,2.0,4,5,184,184,269091.0,Orlando,7,3,House,Entire home/apt,76,4,28.4755,-81.4078,5
33454645.0,21,22,0,0,9,1.0,2,22,79,1448,268878.0,Orlando,5,3,Guesthouse,Entire home/apt,17,3,28.5425,-81.3635,5
33459054.0,99,103,0,0,95,2.0,2,69,232,2172,268987.0,Orlando,6,3,Apartment,Entire home/apt,227,4,28.4561,-81.469,5
33456721.0,75,61,0,0,55,1.0,1,95,345,1754,268987.0,Orlando,2,3,Condominium,Entire home/apt,312,2,28.4573,-81.4668,5
33458084.0,299,429,0,0,399,5.0,5,89,326,11655,268890.0,Orlando,15,3,House,Entire home/apt,112,9,28.5362,-81.3812,5
33452107.0,7,91,0,0,65,2.0,2,47,17,1289,268866.0,Orlando,4,3,Condominium,Entire home/apt,313,2,28.4887,-81.4417,5
33463316.0,189,188,0,0,35,1.0,1,91,278,5226,269076.0,Orlando,2,3,Apartment,Entire home/apt,62,1,28.5419,-81.3801,5
33451602.0,61,58,0,0,5,1.0,1,87,318,1537,268866.0,Orlando,2,3,Apartment,Entire home/apt,339,1,28.4966,-81.4376,5
33458130.0,11,88,0,0,4,1.0,1,96,291,2561,268987.0,Orlando,6,3,Apartment,Entire home/apt,49,3,28.4532,-81.4686,5
33452795.0,2,125,0,0,4,1.0,2,36,12,1364,268881.0,Orlando,5,3,House,Entire home/apt,2,3,28.5544,-81.3504,5
33457772.0,5,42,0,0,5,1.0,0,1,275,1283,269027.0,Orlando,2,3,Guest suite,Entire home/apt,25,1,28.5438,-81.4753,5
33457238.0,173,202,0,0,99,1.0,0,51,186,3131,268890.0,Orlando,2,3,Loft,Entire home/apt,18,1,28.5397,-81.3811,5
33452089.0,62,74,0,0,15,1.0,0,86,314,1936,268878.0,Orlando,4,3,Guesthouse,Entire home/apt,43,2,28.5656,-81.3676,5
33458825.0,6,99,0,0,6,1.0,0,44,16,132,268987.0,Orlando,2,3,Apartment,Entire home/apt,281,2,28.4557,-81.4631,5
33463872.0,91,119,0,0,9,2.0,2,98,358,355,269124.0,Orlando,4,3,Apartment,Entire home/apt,17,2,28.6017,-81.3565,5
33453444.0,105,129,0,0,45,1.0,1,96,351,3773,268878.0,Orlando,3,3,Guesthouse,Entire home/apt,374,2,28.5453,-81.3558,5
33452611.0,45,66,0,0,4,1.0,1,59,215,1183,268890.0,Orlando,2,3,Guest suite,Entire home/apt,136,1,28.5056,-81.3574,5
33460061.0,7,93,0,0,5,1.0,1,27,98,76,269039.0,Orlando,2,3,Guest suite,Entire home/apt,65,1,28.5905,-81.3749,5
33453624.0,155,138,0,0,15,1.0,1,67,244,2806,268878.0,Orlando,4,3,Guesthouse,Entire home/apt,6,2,28.5845,-81.3692,5
33460330.0,199,141,0,0,39,2.0,2,85,311,3654,268987.0,Orlando,4,3,Condominium,Entire home/apt,231,3,28.4566,-81.4681,5
33460383.0,199,142,0,0,39,2.0,2,78,283,3349,268987.0,Orlando,4,3,Condominium,Entire home/apt,256,2,28.4566,-81.4681,5
33452914.0,78,76,0,0,3,1.0,1,59,215,1362,268890.0,Orlando,2,3,Guesthouse,Entire home/apt,245,1,28.5135,-81.3713,5
33455481.0,6,93,0,0,4,1.0,1,46,167,1294,268950.0,Orlando,4,3,House,Entire home/apt,452,2,28.5413,-81.3036,5
33460516.0,129,135,0,0,8,1.0,1,9,8,36,269050.0,Orlando,2,3,Guest suite,Entire home/apt,116,1,28.5757,-81.3979,5
33454081.0,85,89,0,0,8,1.0,3,83,303,2247,268943.0,Orlando,4,3,House,Entire home/apt,127,3,28.4583,-81.3381,5
33453429.0,62,92,0,0,99,1.0,1,51,187,1434,268890.0,Orlando,2,3,Guesthouse,Entire home/apt,259,1,28.5152,-81.3696,5
33457531.0,8,123,0,0,78,2.5,2,83,304,3116,268998.0,Orlando,6,3,House,Entire home/apt,251,3,28.562,-81.3888,5
33453300.0,95,85,0,0,8,2.0,2,44,146,1128,268906.0,Orlando,4,3,Apartment,Entire home/apt,16,4,28.5142,-81.2993,5
33453596.0,7,97,0,0,3,1.0,2,58,212,1714,268890.0,Orlando,4,3,Guest suite,Entire home/apt,551,2,28.5403,-81.3731,5
33457409.0,209,216,0,0,5,1.0,1,7,2,432,268890.0,Orlando,2,,Loft,Entire home/apt,14,1,28.539,-81.3786,5
33464541.0,124,115,0,0,75,2.0,3,57,7,2013,269170.0,Orlando,5,3,House,Entire home/apt,3,3,28.6198,-81.4739,4
33454131.0,125,119,0,0,6,1.0,2,62,225,2231,268906.0,Orlando,4,3,House,Entire home/apt,236,2,28.5346,-81.3469,5
33454935.0,125,298,0,0,25,3.0,4,76,279,6929,268878.0,Orlando,8,3,House,Entire home/apt,5,6,28.5788,-81.3474,5
33453017.0,5,47,0,0,75,1.0,1,56,186,795,268924.0,Orlando,1,3,Apartment,Entire home/apt,102,1,28.5247,-81.3882,5
33453773.0,115,101,0,0,1,2.0,3,37,136,1145,268906.0,Orlando,6,3,Condominium,Entire home/apt,8,5,28.5138,-81.2986,5
33461655.0,299,433,0,0,399,5.0,5,48,175,6315,269041.0,Orlando,1,3,House,Entire home/apt,5,9,28.4959,-81.3741,4
33453265.0,69,67,0,0,6,1.0,1,56,204,1139,268914.0,Orlando,4,3,Condominium,Entire home/apt,12,3,28.4898,-81.4061,5
33455091.0,7,84,0,0,4,1.0,1,51,156,131,268950.0,Orlando,4,3,House,Entire home/apt,373,2,28.5426,-81.3034,5
33453380.0,73,72,0,0,8,1.0,1,68,247,1482,268914.0,Orlando,4,3,Apartment,Entire home/apt,84,3,28.4938,-81.4072,5
33466605.0,99,172,0,0,85,1.0,1,15,56,803,269191.0,Orlando,3,3,Guest suite,Entire home/apt,231,1,28.476,-81.3801,5
33453482.0,15,93,0,0,5,2.0,2,47,171,1325,268890.0,Orlando,2,3,Guesthouse,Entire home/apt,27,2,28.5339,-81.3743,5
33459971.0,199,129,0,0,39,2.0,2,77,71,3053,268987.0,Orlando,4,3,Condominium,Entire home/apt,42,3,28.4574,-81.4671,5
33451730.0,63,68,0,0,15,2.0,2,79,289,1638,268866.0,Orlando,4,3,Condominium,Entire home/apt,162,2,28.4897,-81.4403,5
33457808.0,6,54,0,0,5,1.0,1,9,328,1476,269027.0,Orlando,2,3,Townhouse,Entire home/apt,26,1,28.5451,-81.4839,5
33452523.0,7,61,0,0,6,1.0,2,96,35,1779,268890.0,Orlando,5,3,Guesthouse,Entire home/apt,278,3,28.5162,-81.3715,5
33454098.0,5,63,0,0,3,1.0,1,63,23,1208,268943.0,Orlando,2,3,Guest suite,Entire home/apt,441,1,28.4568,-81.3318,5
33459037.0,533,409,0,0,159,3.0,4,43,157,5351,268988.0,Orlando,1,3,House,Entire home/apt,252,6,28.4933,-81.4705,5
33458887.0,75,1,0,0,99,2.0,2,89,325,2708,268987.0,Orlando,5,3,Apartment,Entire home/apt,183,4,28.4579,-81.4671,5
33469242.0,15,142,0,0,195,3.0,4,46,169,2,274235.0,Orlando,9,3,Townhouse,Entire home/apt,99,5,28.3397,-81.3244,5
33452410.0,89,91,0,0,75,1.0,1,67,246,1866,268881.0,Orlando,3,3,Apartment,Entire home/apt,15,1,28.586,-81.3191,5
33453666.0,13,138,0,0,3,1.0,1,69,21,2898,268878.0,Orlando,2,3,Bungalow,Entire home/apt,59,1,28.5446,-81.3597,5
33453684.0,69,88,0,0,9,2.0,2,93,284,2499,268914.0,Orlando,6,3,Condominium,Entire home/apt,52,5,28.4933,-81.4054,5
33453405.0,87,87,0,0,85,2.0,2,74,271,1965,268906.0,Orlando,4,3,Condominium,Entire home/apt,13,4,28.5134,-81.2993,5
33463072.0,91,94,0,0,85,1.0,2,1,245,2879,269124.0,Orlando,4,3,Apartment,Entire home/apt,1,2,28.6017,-81.3565,5
33464529.0,134,159,0,0,125,2.5,3,93,341,4518,269124.0,Orlando,6,3,Apartment,Entire home/apt,155,4,28.6017,-81.3565,5
33463287.0,82,98,0,0,85,1.0,2,95,347,2834,269124.0,Orlando,4,3,Apartment,Entire home/apt,105,2,28.6017,-81.3565,5
33463591.0,79,108,0,0,85,1.0,2,82,299,2691,269124.0,Orlando,4,3,Apartment,Entire home/apt,124,2,28.6017,-81.3565,5
33464375.0,58,13,0,0,15,1.0,2,36,132,143,269132.0,Orlando,8,3,House,Entire home/apt,353,3,28.468,-81.3953,5
33463136.0,159,215,0,0,15,2.0,4,72,261,4676,269099.0,Orlando,1,3,House,Entire home/apt,85,4,28.5559,-81.4686,5
33452338.0,76,84,0,0,6,1.0,1,65,238,1666,268881.0,Orlando,3,3,Guesthouse,Entire home/apt,99,2,28.5652,-81.3379,5
33459036.0,89,103,0,0,6,1.0,1,22,74,693,268987.0,Orlando,4,3,Condominium,Entire home/apt,271,2,28.4556,-81.4686,5
33459957.0,59,8,0,0,9,1.0,1,65,178,1582,269041.0,Orlando,4,3,Condominium,Entire home/apt,23,3,28.4885,-81.4075,4
33452304.0,85,81,0,0,174,1.0,0,6,92,149,268878.0,Orlando,3,3,Guest suite,Entire home/apt,232,1,28.5835,-81.3697,5
33454117.0,6,63,0,0,5,1.0,0,41,136,779,268943.0,Orlando,2,3,Guest suite,Entire home/apt,11,1,28.4583,-81.3381,5
33453053.0,7,79,0,0,2,1.0,0,69,253,1666,268890.0,Orlando,2,3,Guest suite,Entire home/apt,527,1,28.5399,-81.3728,5
33460946.0,8,119,0,0,1,1.0,1,52,19,1884,269039.0,Orlando,2,3,Apartment,Entire home/apt,211,1,28.5938,-81.3658,0
33459451.0,12,113,0,0,75,2.0,2,26,95,895,268987.0,Orlando,6,3,Condominium,Entire home/apt,188,4,28.4567,-81.468,5
33454126.0,17,172,0,0,12,2.0,2,49,178,2551,268878.0,Orlando,6,3,House,Entire home/apt,65,3,28.544,-81.3643,5
33453222.0,105,103,0,0,3,3.0,4,5,46,1579,268924.0,Orlando,6,3,Apartment,Entire home/apt,4,2,28.5397,-81.3815,4
33463622.0,119,117,0,0,25,1.0,2,31,47,11,269108.0,Orlando,4,3,Condominium,Entire home/apt,25,2,28.6003,-81.3674,5
33453127.0,295,146,0,0,199,2.0,3,48,175,2129,268866.0,Orlando,1,3,House,Entire home/apt,116,6,28.4823,-81.4634,5
33452893.0,75,137,0,0,55,1.0,1,85,312,3562,268881.0,Orlando,4,3,Loft,Entire home/apt,56,2,28.5534,-81.3523,5
33451728.0,103,9,0,0,8,1.0,3,58,212,159,268868.0,Orlando,9,3,Townhouse,Entire home/apt,165,5,28.4848,-81.3044,5
33451707.0,68,68,0,0,5,1.0,2,58,212,1201,268868.0,Orlando,4,3,Loft,Entire home/apt,138,3,28.4842,-81.3058,5
33451862.0,7,79,0,0,55,1.0,1,94,344,2265,268866.0,Orlando,2,3,Condominium,Entire home/apt,197,1,28.4907,-81.441,5
33459282.0,219,85,0,0,207,1.0,2,92,334,2366,269035.0,Orlando,4,3,Cottage,Entire home/apt,6,3,28.5742,-81.3843,5
33452505.0,5,61,0,0,2,1.0,1,79,287,1459,268890.0,Orlando,2,3,Guest suite,Entire home/apt,548,1,28.5408,-81.3747,5
33467530.0,1,1,0,0,15,1.0,1,12,45,375,273265.0,Orlando,2,3,House,Entire home/apt,32,1,28.3348,-81.2753,5
33453475.0,299,18,0,0,199,2.0,3,46,168,252,268866.0,Orlando,9,3,House,Entire home/apt,93,4,28.4818,-81.4635,5
33467545.0,95,93,0,0,85,1.0,1,87,317,2457,273265.0,Orlando,2,3,Apartment,Entire home/apt,119,2,28.3386,-81.2786,5
33452518.0,99,107,0,0,1,2.0,2,42,153,1364,268866.0,Orlando,6,3,Apartment,Entire home/apt,226,2,28.498,-81.4543,5
33456131.0,139,157,0,0,12,2.0,3,9,327,4278,268890.0,Orlando,6,3,House,Entire home/apt,71,3,28.518,-81.3401,5
33458756.0,73,67,0,0,35,1.0,1,89,324,1809,269035.0,Orlando,2,3,Guest suite,Entire home/apt,205,1,28.5646,-81.3877,5
33453612.0,6,97,0,0,15,2.0,2,45,96,133,268906.0,Orlando,6,3,Condominium,Entire home/apt,3,3,28.4997,-81.3051,5
33453547.0,88,94,0,0,9,1.0,2,39,142,1112,268906.0,Orlando,6,3,Condominium,Entire home/apt,181,3,28.5237,-81.3205,5
33461174.0,11,158,0,0,15,2.0,2,38,93,1837,269041.0,Orlando,4,3,Cottage,Entire home/apt,18,4,28.4887,-81.3856,5
33457272.0,85,86,0,0,25,1.0,1,21,78,559,268998.0,Orlando,2,3,Guest suite,Entire home/apt,19,1,28.5553,-81.3969,5
33456848.0,97,131,0,0,99,1.0,1,71,26,2838,268969.0,Orlando,2,3,Condominium,Entire home/apt,224,2,28.4956,-81.4371,5
33469259.0,13,13,0,0,1,2.5,3,5,2,217,274235.0,Orlando,8,3,Townhouse,Entire home/apt,1,3,28.343,-81.3226,4
33464326.0,24,189,0,0,135,2.0,3,54,196,3087,269131.0,Orlando,6,3,House,Entire home/apt,64,3,28.5949,-81.3738,5
33453310.0,21,214,0,0,125,2.0,2,51,186,3317,268881.0,Orlando,5,3,Condominium,Entire home/apt,12,2,28.5936,-81.3526,5
33453119.0,75,8,0,0,39,1.0,1,88,322,2147,268890.0,Orlando,2,3,Guesthouse,Entire home/apt,186,1,28.5279,-81.3696,5
33460734.0,105,112,0,0,55,1.0,2,18,67,625,269039.0,Orlando,4,3,Apartment,Entire home/apt,175,2,28.5781,-81.3791,5
33453290.0,99,85,0,0,5,1.0,1,67,83,1764,268890.0,Orlando,2,3,Guest suite,Entire home/apt,15,1,28.5145,-81.3745,5
33453136.0,75,69,0,0,125,1.0,2,36,119,746,268924.0,Orlando,4,3,Apartment,Entire home/apt,14,3,28.5267,-81.3873,4
33454710.0,45,38,0,0,25,3.0,5,19,69,2185,268914.0,Orlando,12,3,House,Entire home/apt,32,5,28.5335,-81.4216,5
33457449.0,249,217,0,0,197,2.0,4,79,289,5226,268890.0,Orlando,8,3,House,Entire home/apt,76,4,28.5131,-81.3748,5
33455102.0,7,13,0,0,95,1.0,2,23,83,899,268890.0,Orlando,6,3,Apartment,Entire home/apt,195,3,28.5179,-81.3646,5
33452200.0,4,67,0,0,4,1.0,1,39,143,798,268881.0,Orlando,2,3,Guesthouse,Entire home/apt,215,1,28.564,-81.3061,5
33453447.0,93,93,0,0,99,1.0,2,33,121,938,268890.0,Orlando,4,3,Guesthouse,Entire home/apt,196,2,28.5153,-81.3537,5
